TITLE	0
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	13/10/07
TIME	12:41:44
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	0.2
XUNITS	NANOMETERS
YUNITS	INTENSITY
FIRSTX	300.0000
LASTX	400.0000
NPOINTS	501
FIRSTY	999.99902
MAXY	999.99902
MINY	99.97907
XYDATA
300.0000	999.999
300.2000	999.999
300.4000	999.999
300.6000	999.999
300.8000	999.999
301.0000	999.999
301.2000	999.999
301.4000	999.999
301.6000	999.999
301.8000	999.999
302.0000	999.999
302.2000	999.999
302.4000	999.999
302.6000	999.999
302.8000	999.999
303.0000	999.999
303.2000	999.999
303.4000	999.999
303.6000	999.999
303.8000	999.999
304.0000	999.999
304.2000	999.999
304.4000	999.999
304.6000	999.999
304.8000	891.029
305.0000	755.722
305.2000	583.286
305.4000	489.379
305.6000	408.981
305.8000	312.516
306.0000	262.9
306.2000	204.933
306.4000	176.174
306.6000	154.008
306.8000	130.119
307.0000	119.167
307.2000	108.47
307.4000	104.263
307.6000	101.579
307.8000	99.9791
308.0000	100.207
308.2000	101.508
308.4000	102.747
308.6000	104.488
308.8000	107.101
309.0000	109.108
309.2000	112.16
309.4000	114.232
309.6000	116.363
309.8000	119.434
310.0000	121.604
310.2000	124.963
310.4000	127.237
310.6000	129.321
310.8000	132.826
311.0000	135.307
311.2000	137.564
311.4000	141.107
311.6000	143.465
311.8000	147.279
312.0000	149.817
312.2000	152.496
312.4000	156.458
312.6000	158.839
312.8000	162.852
313.0000	165.494
313.2000	168.434
313.4000	172.645
313.6000	175.266
313.8000	179.721
314.0000	182.715
314.2000	185.833
314.4000	190.24
314.6000	193.332
314.8000	197.867
315.0000	200.8
315.2000	203.81
315.4000	208.222
315.6000	211.207
315.8000	215.487
316.0000	218.419
316.2000	221.425
316.4000	226.038
316.6000	229.48
316.8000	234.444
317.0000	237.736
317.2000	241.084
317.4000	246.038
317.6000	249.667
317.8000	255.003
318.0000	258.291
318.2000	261.721
318.4000	266.777
318.6000	270.368
318.8000	275.901
319.0000	279.697
319.2000	283.276
319.4000	288.454
319.6000	291.917
319.8000	297.259
320.0000	300.931
320.2000	304.5
320.4000	309.568
320.6000	313.169
320.8000	316.716
321.0000	322.343
321.2000	326.587
321.4000	332.546
321.6000	336.209
321.8000	339.908
322.0000	345.7
322.2000	349.349
322.4000	354.713
322.6000	358.169
322.8000	361.608
323.0000	366.578
323.2000	370.319
323.4000	375.825
323.6000	379.557
323.8000	383.227
324.0000	389.378
324.2000	393.437
324.4000	399.612
324.6000	403.87
324.8000	408.171
325.0000	414.265
325.2000	418.155
325.4000	424.03
325.6000	427.818
325.8000	431.842
326.0000	437.329
326.2000	440.897
326.4000	446.277
326.6000	449.613
326.8000	453.261
327.0000	458.616
327.2000	462.489
327.4000	468.055
327.6000	471.987
327.8000	475.961
328.0000	481.783
328.2000	485.844
328.4000	492.19
328.6000	496.334
328.8000	500.285
329.0000	505.375
329.2000	509.159
329.4000	514.632
329.6000	518.229
329.8000	521.822
330.0000	526.856
330.2000	530.169
330.4000	535.63
330.6000	539.779
330.8000	543.457
331.0000	548.814
331.2000	552.4
331.4000	556.209
331.6000	561.451
331.8000	564.816
332.0000	570.458
332.2000	573.635
332.4000	576.842
332.6000	581.788
332.8000	584.967
333.0000	589.3
333.2000	592.433
333.4000	595.246
333.6000	599.445
333.8000	601.889
334.0000	605.786
334.2000	608.473
334.4000	611.223
334.6000	614.661
334.8000	616.758
335.0000	619.995
335.2000	622.259
335.4000	624.503
335.6000	628.023
335.8000	630.255
336.0000	633.537
336.2000	636.072
336.4000	638.801
336.6000	641.701
336.8000	643.591
337.0000	646.134
337.2000	647.778
337.4000	649.223
337.6000	651.143
337.8000	652.153
338.0000	653.797
338.2000	655.459
338.4000	656.863
338.6000	659.328
338.8000	660.9
339.0000	663.682
339.2000	665.361
339.4000	666.953
339.6000	668.893
339.8000	670.336
340.0000	672.344
340.2000	673.677
340.4000	674.607
340.6000	676.026
340.8000	677.418
341.0000	678.773
341.2000	679.756
341.4000	680.709
341.6000	682.039
341.8000	682.794
342.0000	683.306
342.2000	684.89
342.4000	685.757
342.6000	686.811
342.8000	687.324
343.0000	687.692
343.2000	688.304
343.4000	688.789
343.6000	690.122
343.8000	690.45
344.0000	690.975
344.2000	691.335
344.4000	691.523
344.6000	692.643
344.8000	693.262
345.0000	694.293
345.2000	694.931
345.4000	695.252
345.6000	695.983
345.8000	696.122
346.0000	696.02
346.2000	696.507
346.4000	696.489
346.6000	696.298
346.8000	695.86
347.0000	695.23
347.2000	694.366
347.4000	693.696
347.6000	693.358
347.8000	693.082
348.0000	692.664
348.2000	692.253
348.4000	692.236
348.6000	691.972
348.8000	692.004
349.0000	691.706
349.2000	691.416
349.4000	691.235
349.6000	690.224
349.8000	689.333
350.0000	688.246
350.2000	687.202
350.4000	686.17
350.6000	684.748
350.8000	683.974
351.0000	682.993
351.2000	682.315
351.4000	681.98
351.6000	680.828
351.8000	679.939
352.0000	679.182
352.2000	678.413
352.4000	677.429
352.6000	676.944
352.8000	675.319
353.0000	674.352
353.2000	672.126
353.4000	671.04
353.6000	669.626
353.8000	667.42
354.0000	665.661
354.2000	663.227
354.4000	661.949
354.6000	660.327
354.8000	658.718
355.0000	657.575
355.2000	655.49
355.4000	654.579
355.6000	653.604
355.8000	652.165
356.0000	650.992
356.2000	649.106
356.4000	647.271
356.6000	645.957
356.8000	643.972
357.0000	642.627
357.2000	639.751
357.4000	637.961
357.6000	635.846
357.8000	633.425
358.0000	631.69
358.2000	629.371
358.4000	627.889
358.6000	626.404
358.8000	624.265
359.0000	622.476
359.2000	620.192
359.4000	618.558
359.6000	617.024
359.8000	614.648
360.0000	613.178
360.2000	610.708
360.4000	608.719
360.6000	607.227
360.8000	604.615
361.0000	603.009
361.2000	600.322
361.4000	598.731
361.6000	596.913
361.8000	593.911
362.0000	592.004
362.2000	589.152
362.4000	587.547
362.6000	586.19
362.8000	583.492
363.0000	582.201
363.2000	580.218
363.4000	577.67
363.6000	575.566
363.8000	573.066
364.0000	571.224
364.2000	568.822
364.4000	565.434
364.6000	563.06
364.8000	559.474
365.0000	556.991
365.2000	554.752
365.4000	551.542
365.6000	549.144
365.8000	546.214
366.0000	544.332
366.2000	542.296
366.4000	539.619
366.6000	537.727
366.8000	534.596
367.0000	532.669
367.2000	530.717
367.4000	527.976
367.6000	525.584
367.8000	522.475
368.0000	520.334
368.2000	518.154
368.4000	515.142
368.6000	512.932
368.8000	509.848
369.0000	507.612
369.2000	505.817
369.4000	502.843
369.6000	500.962
369.8000	497.375
370.0000	494.978
370.2000	492.763
370.4000	488.871
370.6000	486.423
370.8000	482.826
371.0000	480.65
371.2000	478.082
371.4000	474.708
371.6000	473.123
371.8000	470.185
372.0000	468.439
372.2000	466.649
372.4000	463.185
372.6000	461.161
372.8000	457.715
373.0000	455.751
373.2000	453.458
373.4000	450.026
373.6000	447.792
373.8000	445.218
374.0000	442.063
374.2000	440.095
374.4000	436.978
374.6000	434.725
374.8000	432.878
375.0000	429.647
375.2000	427.672
375.4000	424.928
375.6000	422.735
375.8000	420.365
376.0000	417.358
376.2000	415.107
376.4000	411.795
376.6000	409.798
376.8000	407.785
377.0000	404.279
377.2000	402.079
377.4000	399.64
377.6000	397.427
377.8000	395.518
378.0000	392.221
378.2000	390.175
378.4000	386.873
378.6000	385.069
378.8000	382.908
379.0000	379.419
379.2000	377.467
379.4000	374.098
379.6000	372.134
379.8000	370.052
380.0000	366.862
380.2000	364.807
380.4000	361.686
380.6000	359.682
380.8000	357.499
381.0000	354.701
381.2000	352.506
381.4000	349.57
381.6000	347.603
381.8000	346.014
382.0000	343.041
382.2000	341.107
382.4000	338.174
382.6000	336.034
382.8000	334.249
383.0000	331.53
383.2000	329.787
383.4000	327.49
383.6000	324.457
383.8000	322.833
384.0000	320.203
384.2000	318.576
384.4000	317.052
384.6000	314.347
384.8000	312.638
385.0000	310.179
385.2000	308.319
385.4000	306.467
385.6000	303.673
385.8000	301.674
386.0000	298.882
386.2000	297.075
386.4000	295.254
386.6000	292.355
386.8000	290.543
387.0000	288.022
387.2000	286.055
387.4000	284.082
387.6000	281.165
387.8000	279.329
388.0000	276.72
388.2000	274.945
388.4000	273.259
388.6000	270.562
388.8000	268.996
389.0000	266.74
389.2000	265.151
389.4000	263.541
389.6000	260.782
389.8000	259.291
390.0000	256.778
390.2000	255.499
390.4000	253.873
390.6000	251.378
390.8000	249.725
391.0000	247.447
391.2000	245.958
391.4000	244.706
391.6000	242.056
391.8000	240.462
392.0000	238.06
392.2000	236.643
392.4000	235.199
392.6000	232.987
392.8000	231.765
393.0000	229.25
393.2000	227.904
393.4000	226.514
393.6000	224.44
393.8000	223.18
394.0000	221.573
394.2000	219.683
394.4000	218.036
394.6000	215.788
394.8000	214.458
395.0000	213.097
395.2000	211.074
395.4000	209.543
395.6000	207.361
395.8000	205.825
396.0000	204.433
396.2000	202.345
396.4000	200.915
396.6000	199.046
396.8000	197.557
397.0000	196.363
397.2000	194.485
397.4000	193.354
397.6000	191.597
397.8000	190.289
398.0000	189.216
398.2000	187.17
398.4000	185.909
398.6000	184.059
398.8000	182.739
399.0000	181.462
399.2000	179.389
399.4000	178.444
399.6000	176.603
399.8000	175.516
400.0000	174.247
