TITLE	0,500
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	13/10/07
TIME	12:21:06
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	0.2
XUNITS	NANOMETERS
YUNITS	INTENSITY
FIRSTX	300.0000
LASTX	400.0000
NPOINTS	501
FIRSTY	999.99902
MAXY	999.99902
MINY	114.28842
XYDATA
300.0000	999.999
300.2000	999.999
300.4000	999.999
300.6000	999.999
300.8000	999.999
301.0000	999.999
301.2000	999.999
301.4000	999.999
301.6000	999.999
301.8000	999.999
302.0000	999.999
302.2000	999.999
302.4000	999.999
302.6000	999.999
302.8000	999.999
303.0000	999.999
303.2000	999.999
303.4000	999.999
303.6000	999.999
303.8000	999.999
304.0000	999.999
304.2000	999.999
304.4000	999.999
304.6000	999.999
304.8000	999.999
305.0000	999.999
305.2000	950.013
305.4000	798.345
305.6000	610.518
305.8000	510.967
306.0000	427.475
306.2000	330.618
306.4000	281.686
306.6000	226.241
306.8000	199.948
307.0000	179.799
307.2000	159.042
307.4000	149.799
307.6000	141.57
307.8000	138.438
308.0000	136.721
308.2000	136.284
308.4000	136.937
308.6000	138.499
308.8000	140.186
309.0000	141.941
309.2000	144.899
309.4000	146.829
309.6000	149.965
309.8000	152.142
310.0000	154.353
310.2000	157.632
310.4000	159.801
310.6000	162.775
310.8000	164.747
311.0000	166.71
311.2000	169.869
311.4000	171.979
311.6000	175.244
311.8000	177.486
312.0000	179.622
312.2000	183.245
312.4000	185.602
312.6000	189.332
312.8000	191.725
313.0000	194.236
313.2000	197.763
313.4000	200.149
313.6000	203.875
313.8000	206.208
314.0000	208.804
314.2000	212.63
314.4000	215.015
314.6000	217.472
314.8000	220.924
315.0000	223.464
315.2000	227.159
315.4000	229.885
315.6000	232.519
315.8000	236.416
316.0000	238.896
316.2000	242.753
316.4000	245.428
316.6000	248.129
316.8000	251.981
317.0000	254.478
317.2000	257.922
317.4000	260.44
317.6000	262.922
317.8000	266.95
318.0000	269.519
318.2000	273.101
318.4000	275.607
318.6000	278.185
318.8000	282.232
319.0000	284.904
319.2000	288.9
319.4000	291.635
319.6000	294.352
319.8000	298.855
320.0000	301.521
320.2000	305.695
320.4000	308.366
320.6000	310.999
320.8000	314.917
321.0000	317.21
321.2000	321.437
321.4000	323.73
321.6000	326.066
321.8000	330.076
322.0000	332.666
322.2000	336.661
322.4000	339.379
322.6000	342.01
322.8000	345.908
323.0000	348.315
323.2000	352.342
323.4000	355.018
323.6000	357.313
323.8000	361.354
324.0000	363.812
324.2000	366.501
324.4000	370.167
324.6000	372.834
324.8000	376.942
325.0000	379.798
325.2000	382.18
325.4000	386.625
325.6000	389.402
325.8000	393.075
326.0000	395.63
326.2000	398.63
326.4000	402.963
326.6000	405.416
326.8000	409.501
327.0000	411.573
327.2000	414.314
327.4000	418.169
327.6000	421.254
327.8000	424.757
328.0000	427.221
328.2000	429.388
328.4000	433.186
328.6000	435.551
328.8000	439.018
329.0000	441.435
329.2000	444.06
329.4000	447.448
329.6000	450.008
329.8000	453.502
330.0000	455.951
330.2000	458.416
330.4000	461.98
330.6000	464.169
330.8000	467.144
331.0000	469.212
331.2000	471.503
331.4000	474.751
331.6000	477.285
331.8000	480.251
332.0000	482.363
332.2000	484.296
332.4000	487.418
332.6000	489.81
332.8000	492.276
333.0000	494.118
333.2000	495.79
333.4000	497.823
333.6000	499.138
333.8000	501.42
334.0000	502.805
334.2000	504.418
334.4000	506.363
334.6000	507.884
